timestamp,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,frame_id,child_frame_id,topic
1774428456.9447126,-0.034929097250565685,0.14985818882491253,-0.03860411174916479,-0.006662007930257517,0.0009938821799958034,0.00824983388543809,0.9999432834361064,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.0458484,-0.03400836770295424,0.15062291473595085,-0.03847301990657599,-0.005841831145260291,0.0010613917463618856,0.008471508582333025,0.9999464885674332,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.1447945,-0.0368738234204445,0.15013631479170889,-0.03909058705174023,-0.006147751292730638,0.0013412763888211272,0.008019644499932196,0.9999480443669836,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.2464254,-0.04116504671262776,0.15089239047838374,-0.03972160866937417,-0.006457733144129324,0.0011009908052995545,0.00808650326162744,0.9999458455168733,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.345106,-0.03912580713106661,0.1527166037456985,-0.03653473602112336,-0.006379526610509413,0.001232114328475033,0.008445541964714509,0.9999432265658875,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.4450953,-0.04364708207542838,0.1507816684259652,-0.03520005743681633,-0.007305341755691228,0.0006069800797427655,0.00803920786923945,0.9999408155953123,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.5453255,-0.042008456332906265,0.1490944489402634,-0.039541774315441446,-0.00859413133193619,0.002011396778887046,0.00827072032849294,0.9999268425112221,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.644865,-0.04242219034861927,0.14731854947949768,-0.04287816667459069,-0.00854565801191404,0.0011155163097741117,0.008341091966479754,0.9999280741817782,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.7496946,-0.038467234937160616,0.14751882075584738,-0.04284970934074018,-0.007070263716239068,0.0017208988231156676,0.008060073692123268,0.999941040806841,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.8449197,-0.03682362899462629,0.14635385455801167,-0.042696940255926484,-0.006657607704915839,0.0019324992893709264,0.008309761604117926,0.9999414430694399,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428457.9449193,-0.035241833889958586,0.1486795382877066,-0.04298675980995139,-0.00750323076028268,0.0016844294184224808,0.008600610644462162,0.9999334446460937,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.0450742,-0.035423900676122576,0.14913070421040156,-0.0437250432200554,-0.008514070695512296,0.0012469048563629353,0.008489869588551593,0.9999269363020524,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.1442828,-0.03591917818123043,0.14924308691719426,-0.04074260069525655,-0.007336025678864219,0.001073078485612883,0.008146578688683005,0.9999393304021202,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.2457426,-0.038684531350569124,0.1509566752600686,-0.03893154153148256,-0.006024509362891827,0.0012138014741855554,0.008166824933276348,0.9999477661073084,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.3449101,-0.0373924757445382,0.1507428358840572,-0.03632939920008678,-0.006115632993854747,0.0018340829185088058,0.008594593342868589,0.9999426824262336,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.4451866,-0.03537436276922213,0.14836372419453783,-0.03737182253410795,-0.007409341769314326,0.0017431304808668952,0.008015700164844796,0.9999389039841924,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.5454013,-0.03453312337333806,0.14808665040937308,-0.03400958831811059,-0.007046862520689717,0.0011691940667524802,0.008479410040661437,0.9999385352704335,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.644792,-0.036773731751088355,0.14789180695992288,-0.033104041906225526,-0.006743477667363733,0.0014562697613741719,0.008446567937627596,0.9999405283700504,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.7447453,-0.03708027581079191,0.14888301881909544,-0.03566926123863151,-0.007313189833317334,0.0008129037712744828,0.008499933680785492,0.9999368017874485,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.8447096,-0.03788529022083521,0.14931598318440054,-0.036093291387705874,-0.005587881504133677,0.0020901849393791232,0.008671801707161957,0.999944601746484,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428458.9457653,-0.03759049690651709,0.15099966128128742,-0.037433163863919885,-0.0074996209049804224,0.0016432484393473952,0.008520778538021771,0.9999342237135013,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.051911,-0.039624731164448895,0.15049303537993644,-0.0431952188742123,-0.008578355786989018,0.0017241280533085025,0.008366919080167845,0.9999267142441599,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.1449666,-0.03839572436662459,0.15314020246247312,-0.04305806198187087,-0.007446534305918207,0.0002872637406810079,0.008512119023112384,0.999936003170042,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.2455192,-0.0373914476953146,0.15171053792608258,-0.04770069094530478,-0.008207046984752706,0.00126384636511161,0.008659569671573508,0.999928026872348,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.3447835,-0.03585224396993049,0.15180066631207711,-0.04847461849040557,-0.008597170138218467,1.9840522806000033e-05,0.008734152391371292,0.9999248986066608,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.445312,-0.03741419394580528,0.14971781805951345,-0.04562046510566129,-0.008602076920847263,0.001286578349944202,0.008557987637350623,0.9999255521467408,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.5460236,-0.03853631731458704,0.15033702547111372,-0.04515379644182442,-0.008089783522187014,0.0014854172309585816,0.008694058605038201,0.9999283785765632,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.6454647,-0.04029906315576115,0.14833248837690619,-0.04561539371092991,-0.007523039280745794,0.001280881578145613,0.00821317454209101,0.9999371515179709,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.7445936,-0.038556668354753375,0.14933183211656445,-0.04416641760272494,-0.00742116875161755,0.0018819726466072812,0.00804395903715767,0.9999383376768257,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.8451688,-0.03718162372029939,0.1470244741803362,-0.04423286169028552,-0.007418171463654357,0.0020699029918615375,0.008396314348206303,0.9999350919628097,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428459.9461615,-0.03514955944240364,0.1491804995776913,-0.04161529641578252,-0.008312937199633014,0.0009583037693397251,0.008330383161361574,0.9999302882926149,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.0449371,-0.03544576953330616,0.1493017010220709,-0.0391344708596288,-0.007713576582280172,0.002034025035427455,0.008246344847607607,0.9999341784711061,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.145733,-0.03728356341876829,0.14993633414028107,-0.03718670071154015,-0.007054739761879278,0.0012982650314978719,0.008235482527604397,0.9999403592124407,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.2447236,-0.03615204163861123,0.1505356228081951,-0.03954831089144519,-0.007955095589018133,0.0012364196460168818,0.008408661900037914,0.9999322387668306,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.3462443,-0.034336956260353095,0.15110331493850981,-0.03836414599231097,-0.007326675068849835,0.0017923567001597689,0.008494477683182514,0.9999354734873405,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.4453251,-0.034402066386789235,0.14991358813503572,-0.042688141226461314,-0.007373623752158322,0.0017694116803961455,0.00891714137979195,0.9999314893752703,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.5448384,-0.03725862711407044,0.1493233071540644,-0.04156561245004069,-0.008512670698361374,0.0010346936014702774,0.008366090330565429,0.9999282336142329,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.6449819,-0.03596663947980727,0.14615125621075456,-0.04245871663299914,-0.007494772720863267,0.0011812496142783555,0.008712526999751518,0.9999332602249297,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774428460.7441225,-0.03677987490089732,0.14605421250833722,-0.038905347185733546,-0.007573912247999527,0.0016020921848740322,0.008165580418199484,0.9999366942211347,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
