timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,topic
1774262931.1853132,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.2354789,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.2852623,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.3352175,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.38575,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.4357507,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.4856057,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.535445,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.5853176,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.6351774,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.6852112,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.7351906,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.7855687,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.8352613,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.8856533,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.9352283,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262931.9856327,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.035103,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.085712,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.135713,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.185322,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.2357311,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.285619,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.3351662,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.3856423,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.4352427,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.4854774,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.535622,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.5856023,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.6352687,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.685557,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774262932.7352443,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
