timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,topic
1774428470.4192057,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.4691358,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.519062,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.5690842,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.619141,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.6691012,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.7190602,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.769157,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.8191104,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.8691015,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.9191623,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428470.969071,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.019023,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.0690823,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.1190643,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.1690617,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.2191393,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.2690878,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.3190498,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.3690615,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.419129,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.4690955,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.5191329,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.56947,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.6191585,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.6690392,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.7190795,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.769058,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.8192239,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.8690631,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.9190516,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428471.96907,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.0194442,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.0691378,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.1189766,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.1691625,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.219146,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.2690911,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.319089,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.3695192,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.4192078,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.4691048,0.0,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428472.5231357,-0.38400000000000006,0.0,0.0,0.0,0.0,0.2,/cmd_vel
1774428472.5730598,-0.38400000000000006,0.0,0.0,0.0,0.0,0.110195107584834,/cmd_vel
1774428472.623735,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11014464583596535,/cmd_vel
1774428472.6733787,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11090615329590399,/cmd_vel
1774428472.7221181,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11006437062517166,/cmd_vel
1774428472.772125,-0.38400000000000006,0.0,0.0,0.0,0.0,0.107237275658979,/cmd_vel
1774428472.8228197,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11036245965002181,/cmd_vel
1774428472.872478,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10821223672288921,/cmd_vel
1774428472.9224374,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11058795441020486,/cmd_vel
1774428472.9721498,-0.38400000000000006,0.0,0.0,0.0,0.0,0.09965060953127695,/cmd_vel
1774428473.0254934,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11173943469130343,/cmd_vel
1774428473.073873,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10866160693135109,/cmd_vel
1774428473.1219614,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11204253461115386,/cmd_vel
1774428473.1718824,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10294247754369745,/cmd_vel
1774428473.224419,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11299882415454406,/cmd_vel
1774428473.2730498,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11694477015763646,/cmd_vel
1774428473.3216486,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11258111827231368,/cmd_vel
1774428473.372551,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11147557063391983,/cmd_vel
1774428473.4218094,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11269771671643838,/cmd_vel
1774428473.4724941,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11283043803543275,/cmd_vel
1774428473.5255058,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11268372220611766,/cmd_vel
1774428473.5719492,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10999288664979455,/cmd_vel
1774428473.623261,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11294420654836941,/cmd_vel
1774428473.6719825,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12399769771707385,/cmd_vel
1774428473.7227871,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11179079203523977,/cmd_vel
1774428473.7720249,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11034585296716759,/cmd_vel
1774428473.8227398,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11194306709725588,/cmd_vel
1774428473.8721871,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12387579821802853,/cmd_vel
1774428473.922717,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11068740850216621,/cmd_vel
1774428473.9720738,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10868329744222556,/cmd_vel
1774428474.025569,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11089760711592477,/cmd_vel
1774428474.072521,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12368020088065954,/cmd_vel
1774428474.122255,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10967439413626856,/cmd_vel
1774428474.171799,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10920130221097654,/cmd_vel
1774428474.2238953,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10972409535579182,/cmd_vel
1774428474.2721512,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11524007403784867,/cmd_vel
1774428474.3228335,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10914699899281893,/cmd_vel
1774428474.3722596,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12048374335399838,/cmd_vel
1774428474.422159,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10795805339891623,/cmd_vel
1774428474.4724586,-0.38400000000000006,0.0,0.0,0.0,0.0,0.13631674847325545,/cmd_vel
1774428474.522758,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10497558931874558,/cmd_vel
1774428474.5717635,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11687901749452598,/cmd_vel
1774428474.622467,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10377539955011095,/cmd_vel
1774428474.6719365,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12461615920588387,/cmd_vel
1774428474.7221258,-0.38400000000000006,0.0,0.0,0.0,0.0,0.10158284005312766,/cmd_vel
1774428474.7722762,-0.38400000000000006,0.0,0.0,0.0,0.0,0.11868717054726827,/cmd_vel
1774428474.8228917,-0.38400000000000006,0.0,0.0,0.0,0.0,0.09978370498150468,/cmd_vel
1774428474.872013,-0.38400000000000006,0.0,0.0,0.0,0.0,0.1261515082516544,/cmd_vel
1774428474.9230618,-0.38400000000000006,0.0,0.0,0.0,0.0,0.09702291649915402,/cmd_vel
1774428474.9717872,-0.38400000000000006,0.0,0.0,0.0,0.0,0.1191814792617045,/cmd_vel
1774428475.0248027,-0.38400000000000006,0.0,0.0,0.0,0.0,0.094702492048226,/cmd_vel
1774428475.0732212,-0.38400000000000006,0.0,0.0,0.0,0.0,0.12485097065198145,/cmd_vel
1774428475.1221912,-0.38400000000000006,0.0,0.0,0.0,0.0,0.09172857408588549,/cmd_vel
1774428475.1727884,-0.2880000000000001,0.0,0.0,0.0,0.0,0.12385646203708618,/cmd_vel
1774428475.224272,-0.2880000000000001,0.0,0.0,0.0,0.0,0.0883320377009099,/cmd_vel
1774428475.2748296,-0.2880000000000001,0.0,0.0,0.0,0.0,0.11078544486340614,/cmd_vel
1774428475.3230572,-0.2880000000000001,0.0,0.0,0.0,0.0,0.08595425281006897,/cmd_vel
1774428475.3724449,-0.2880000000000001,0.0,0.0,0.0,0.0,0.12364567141941554,/cmd_vel
1774428475.423035,-0.2880000000000001,0.0,0.0,0.0,0.0,0.0820054244225183,/cmd_vel
1774428475.473381,-0.2880000000000001,0.0,0.0,0.0,0.0,0.12213726921700818,/cmd_vel
1774428475.523952,-0.2880000000000001,0.0,0.0,0.0,0.0,0.07777933203924228,/cmd_vel
1774428475.5736067,-0.2880000000000001,0.0,0.0,0.0,0.0,0.09620107425541588,/cmd_vel
1774428475.623103,-0.2880000000000001,0.0,0.0,0.0,0.0,0.07591870444168158,/cmd_vel
1774428475.6726365,-0.2880000000000001,0.0,0.0,0.0,0.0,0.10808619193112634,/cmd_vel
1774428475.721953,-0.2880000000000001,0.0,0.0,0.0,0.0,0.07253661796038138,/cmd_vel
1774428475.772794,-0.2880000000000001,0.0,0.0,0.0,0.0,0.10767157305881168,/cmd_vel
1774428475.8237548,-0.2880000000000001,0.0,0.0,0.0,0.0,0.06883943347588116,/cmd_vel
1774428475.872924,-0.2880000000000001,0.0,0.0,0.0,0.0,0.0917544352515523,/cmd_vel
1774428475.9225817,-0.2880000000000001,0.0,0.0,0.0,0.0,0.06643108020942777,/cmd_vel
1774428475.9728599,-0.2880000000000001,0.0,0.0,0.0,0.0,0.10777352152479946,/cmd_vel
1774428476.0243263,-0.2880000000000001,0.0,0.0,0.0,0.0,0.06207830849374503,/cmd_vel
1774428476.0735424,-0.2880000000000001,0.0,0.0,0.0,0.0,0.11753610053363142,/cmd_vel
1774428476.1238027,-0.2880000000000001,0.0,0.0,0.0,0.0,0.05661930795319812,/cmd_vel
1774428476.1736996,-0.2880000000000001,0.0,0.0,0.0,0.0,0.0902273829893504,/cmd_vel
1774428476.2240422,-0.2880000000000001,0.0,0.0,0.0,0.0,0.053084266933799286,/cmd_vel
1774428476.2739103,-0.19200000000000003,0.0,0.0,0.0,0.0,0.08545677891711981,/cmd_vel
1774428476.323867,-0.19200000000000003,0.0,0.0,0.0,0.0,0.04969284755206758,/cmd_vel
1774428476.3744645,-0.19200000000000003,0.0,0.0,0.0,0.0,0.07198871494164003,/cmd_vel
1774428476.4240162,-0.19200000000000003,0.0,0.0,0.0,0.0,0.04735690780045872,/cmd_vel
1774428476.4746,-0.19200000000000003,0.0,0.0,0.0,0.0,0.08592187588496004,/cmd_vel
1774428476.5248106,-0.19200000000000003,0.0,0.0,0.0,0.0,0.04329769848888781,/cmd_vel
1774428476.5746353,-0.19200000000000003,0.0,0.0,0.0,0.0,0.05860383472765317,/cmd_vel
1774428476.6232765,-0.19200000000000003,0.0,0.0,0.0,0.0,0.04175838111258621,/cmd_vel
1774428476.6747622,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428476.7236252,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428476.7737024,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0958341089482102,/cmd_vel
1774428476.823691,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0600837119069425,/cmd_vel
1774428476.8730257,-0.19200000000000003,0.0,0.0,0.0,0.0,0.08807910692581726,/cmd_vel
1774428476.9243357,-0.19200000000000003,0.0,0.0,0.0,0.0,0.057528165624100264,/cmd_vel
1774428476.9732344,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.0263538,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.0737362,-0.19200000000000003,0.0,0.0,0.0,0.0,0.10240535584389689,/cmd_vel
1774428477.1235735,-0.19200000000000003,0.0,0.0,0.0,0.0,0.05260196022611981,/cmd_vel
1774428477.1737988,-0.19200000000000003,0.0,0.0,0.0,0.0,0.08526858986114871,/cmd_vel
1774428477.223279,-0.19200000000000003,0.0,0.0,0.0,0.0,0.047899014252231906,/cmd_vel
1774428477.2746937,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0798737635118944,/cmd_vel
1774428477.3239288,-0.19200000000000003,0.0,0.0,0.0,0.0,0.04368408494301906,/cmd_vel
1774428477.375273,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.424217,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.4753475,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.526479,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.5737553,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.6237607,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.6748714,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.7242439,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.7737315,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.8235714,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.8729055,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.923787,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428477.9740238,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.0262976,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.0758874,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.1248565,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.174572,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.2235034,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.273659,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.324413,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.375674,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.4231176,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.4744658,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.5248334,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.5736415,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.6232562,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.6753383,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.723968,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.7730048,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.823418,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.8737917,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.925111,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428478.9758627,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.0262392,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.076601,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.1236527,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.1736703,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.2241018,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.2747178,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.3233094,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.3737977,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.4227686,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.473714,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.524764,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.5735407,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.6230965,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.6745195,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.7225838,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.7738218,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.8252385,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
1774428479.8746915,-0.19200000000000003,0.0,0.0,0.0,0.0,0.0,/cmd_vel
