timestamp,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,frame_id,child_frame_id,topic
1774262921.4378366,-0.014745835036938135,0.016921492708153397,-0.01025744152239149,-0.0032806862596289343,-0.00011999134211023482,-0.00011051784873523083,0.9999946052282165,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262921.537514,-0.014183896186075686,0.018062689498283106,-0.00857122896365867,-0.0026059990645329236,0.0003043566409876948,0.00012234802025218672,0.9999965505774805,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262921.6377146,-0.015473653945587054,0.01768199303287479,-0.007879832427066547,-0.002538030246487403,-0.00011419696181325755,-0.00029694139020300744,0.9999967285883092,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262921.7373989,-0.016814878251906903,0.017180799188258527,-0.008480103880358657,-0.0028633193891761124,-0.00010101380375509453,-0.000119451981803007,0.9999958884562974,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262921.8375213,-0.015086851102898115,0.01577051746978582,-0.008559372085657851,-0.0024284271668198157,9.56399640040201e-05,-0.00011056241518374854,0.9999970406808385,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262921.9373116,-0.014302130860502364,0.016930959303474005,-0.009512718065951426,-0.003502943042846005,-6.807279590172824e-05,-7.677096602024707e-07,0.9999938623589306,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.0378933,-0.015110984622109542,0.015522793783671876,-0.009853018900811314,-0.0028065736648637844,4.220771374008844e-05,-0.00015530948045291062,0.9999960486130564,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.1378782,-0.012504201138804964,0.01685972154070864,-0.009225542404193428,-0.0032689749027861883,-0.00025111364172097754,-2.4023463746618963e-05,0.9999946250694975,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.2377248,-0.013319797723892517,0.01719228513977353,-0.00918301502745224,-0.0026886644018669663,3.530453292557548e-05,1.8366911369114978e-05,0.9999963847434493,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.3376024,-0.015429915606528144,0.016580430561832695,-0.008052289162819283,-0.002653138449741615,7.832523679485782e-05,-0.0002192989943555138,0.9999964533084421,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.4378672,-0.017406602022320864,0.017172232313417864,-0.007178931519216906,-0.002590601059848892,0.00010287365124841827,0.00017352590813149007,0.9999966240402557,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.538147,-0.019843540814463264,0.017760222361230826,-0.008247009912273643,-0.003355169786850636,7.67146717352854e-05,7.534255172986633e-05,0.9999943656211517,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.639073,-0.019179990689918783,0.0161695546156374,-0.008919964243502894,-0.002760896926540128,0.000157792212587954,-4.838891104365661e-05,0.9999961750968255,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.7398448,-0.016152495549620925,0.015638222865694808,-0.009583835919871823,-0.0029535642931267305,-8.175876214389232e-05,9.371417593996626e-06,0.9999956348332912,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.8373,-0.01504936436989825,0.018238154380115276,-0.00961222686892474,-0.0033047268639819246,0.0001377349635925669,1.0224747337137742e-05,0.9999945298374774,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774262922.9377074,-0.013263493704035427,0.017210688480111334,-0.008668168916899557,-0.002733325682208702,1.566377523902922e-05,-8.638082227820216e-05,0.9999962606048602,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
