timestamp,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,frame_id,child_frame_id,topic
1774343089.025251,-1.6435251439819318,-1.237932936571708,-0.00033049637370977607,0.006910313206922981,-0.002559977711512702,0.09744822604701693,0.9952133124741123,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.1267896,-1.6418416487565457,-1.238401253899695,0.0015722312196331137,0.007087875400193259,-0.0022262431126603057,0.09772767058608454,0.9951854642556031,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.228818,-1.6439598118380838,-1.2367924687792031,0.00038039661861650017,0.006508215742221306,-0.001822311747029169,0.09741605576097631,0.9952207968022123,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.3259466,-1.6430442997892798,-1.2361221679376782,2.8485137372422224e-05,0.006073821283421324,-0.00233806023107189,0.09760381634253061,0.9952040681210329,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.4248953,-1.6465244861124027,-1.236886015612348,-0.0017433535901342815,0.006123086897261111,-0.0021009911510347177,0.09710280188039332,0.9952533041944225,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.525843,-1.6470857258766782,-1.2366789319290787,0.00017453046450516545,0.007543697314538475,-0.0023813004042579217,0.09713261003215133,0.9952400103027712,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.6271763,-1.646153088783106,-1.2356580576163596,0.0003589466468108276,0.006828614766320632,-0.002537219369963395,0.09797741979383115,0.9951619756344656,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.7253773,-1.646862475371451,-1.2334993901342375,-0.00042988620224067005,0.007323569008486399,-0.0015601638912746004,0.09796549665008042,0.9951616414892716,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.825015,-1.646508237419445,-1.234592373639129,-0.00036018758900057475,0.005969852968768335,-0.002144088941519759,0.09749429481118635,0.995215869154687,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343089.9274251,-1.6445993682078555,-1.2354863732456922,0.0005401955732221181,0.0063237879907481346,-0.0017448124939912582,0.09782295735046397,0.9951822116325862,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
1774343090.0251386,-1.6435826457048426,-1.2356033524451855,-0.0015980457895232699,0.0067730252382683905,-0.001661904359997188,0.09771952208792868,0.9951895594336964,0.0,0.0,0.0,0.0,0.0,0.0,camera_init,body,/Odometry
