t_rel,deviation,x_actual,y_actual,plan_path_id,plan_start_time,plan_topic,plan_is_two_point_line,dev_method,line_t,in_segment
0.0,0.026451702281076496,4.578608804575669,0.020579240555569953,0,1774428472.507378,/simple_line_path,True,infinite_line,0.016820323809418718,True
0.13888239860534668,0.02641040806253585,4.581290629720299,0.020220959695886078,0,1774428472.507378,/simple_line_path,True,infinite_line,0.013901354159886314,True
0.28003716468811035,0.026184837952827507,4.581080442753921,0.020018643398518842,0,1774428472.507378,/simple_line_path,True,infinite_line,0.014100973517909756,True
0.41973400115966797,0.030475798545159433,4.554985987972938,0.02742094330223599,0,1774428472.507378,/simple_line_path,True,infinite_line,0.04299841386251504,True
0.5579781532287598,0.02873771419433005,4.550332144731692,0.0262203591815388,0,1774428472.507378,/simple_line_path,True,infinite_line,0.047833189282511374,True
0.6974034309387207,0.02816065720799296,4.553759393547401,0.025234564838287888,0,1774428472.507378,/simple_line_path,True,infinite_line,0.044036078215926554,True
0.838315486907959,0.02791300134795229,4.548730768078668,0.02557902406825043,0,1774428472.507378,/simple_line_path,True,infinite_line,0.04946794635374009,True
0.9771037101745605,0.028510129659996265,4.567379612638791,0.02397803887148312,0,1774428472.507378,/simple_line_path,True,infinite_line,0.029282720844103844,True
1.1170237064361572,0.029257166738018696,4.562270697913421,0.025333584223403892,0,1774428472.507378,/simple_line_path,True,infinite_line,0.03492856065153094,True
1.2567358016967773,0.031155143139422196,4.5587433527042895,0.02766129703399354,0,1774428472.507378,/simple_line_path,True,infinite_line,0.03900272975747452,True
1.397308588027954,0.02316776340506982,4.54886171173142,0.02078535002073344,0,1774428472.507378,/simple_line_path,True,infinite_line,0.04872105937823725,True
1.5364737510681152,0.01917639240460271,4.535280071788004,0.018370115439984284,0,1774428472.507378,/simple_line_path,True,infinite_line,0.06296846411866361,True
1.6753158569335938,0.020135243291237243,4.5319484564985855,0.01972906315260216,0,1774428472.507378,/simple_line_path,True,infinite_line,0.06671031956431402,True
1.81669020652771,0.0194865415759431,4.530450743372642,0.019252720462883833,0,1774428472.507378,/simple_line_path,True,infinite_line,0.06825487659485878,True
1.9562420845031738,0.013334563936397942,4.532384925422628,0.012829585407664079,0,1774428472.507378,/simple_line_path,True,infinite_line,0.06536959316658489,True
2.095860481262207,0.008234286383354628,4.530857309761372,0.00787426582458984,0,1774428472.507378,/simple_line_path,True,infinite_line,0.06637943429164299,True
